,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional
232,177,"Frazier, Tim",PG,31,TOT,12,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.046,,-6.8,-1.8,-8.6,-0.3,fraziti01
233,177,"Frazier, Tim",PG,31,ORL,10,200,3.8,0.394,0.395,0.209,2.6,7.4,5.0,22.6,0.7,0.5,21.7,13.0,,-0.2,0.1,-0.2,-0.037,,-6.4,-1.7,-8.0,-0.3,fraziti01
234,177,"Frazier, Tim",PG,31,CLE,2,8,-10.3,0.5,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,50.0,22.1,,-0.1,0.0,0.0,-0.283,,-17.8,-5.8,-23.6,0.0,fraziti01
235,178,"Freedom, Enes",C,29,BOS,35,411,15.0,0.585,0.052,0.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,0.16,,-1.2,-0.2,-1.4,0.1,kanteen01
236,179,"Fultz, Markelle",PG,23,ORL,18,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,,0.0,0.4,0.4,0.053,,-0.1,0.4,0.2,0.2,fultzma01
237,180,"Gabriel, Wenyen",PF,24,TOT,26,359,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,,0.4,0.3,0.7,0.089,,-3.7,-2.1,-5.9,-0.4,gabriwe01
238,180,"Gabriel, Wenyen",PF,24,BRK,1,1,11.8,,,,0.0,100.0,54.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.167,,-1.9,0.3,-1.6,0.0,gabriwe01
239,180,"Gabriel, Wenyen",PF,24,LAC,6,46,8.3,0.474,0.385,0.308,11.9,20.1,16.1,6.0,1.1,3.7,16.9,17.0,,0.0,0.1,0.0,0.041,,-6.6,-0.9,-7.5,-0.1,gabriwe01
240,180,"Gabriel, Wenyen",PF,24,LAL,19,311,13.1,0.558,0.237,0.392,11.8,16.5,14.2,5.5,0.6,2.6,10.3,17.5,,0.4,0.2,0.6,0.096,,-3.3,-2.3,-5.7,-0.3,gabriwe01
241,181,"Gafford, Daniel",C,23,WAS,72,1444,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,,4.4,1.6,6.0,0.198,,1.1,0.5,1.6,1.3,gaffoda01
242,182,"Gallinari, Danilo",PF,33,ATL,66,1672,14.3,0.579,0.492,0.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,,2.8,0.8,3.6,0.105,,1.0,-1.2,-0.2,0.8,gallida01
243,183,"Galloway, Langston",SG,30,TOT,7,107,0.7,0.269,0.615,0.0,3.1,14.7,9.0,13.7,0.4,0.0,18.8,12.8,,-0.3,0.1,-0.2,-0.1,,-8.0,-1.8,-9.8,-0.2,gallola01
244,183,"Galloway, Langston",SG,30,BRK,4,58,1.8,0.462,0.615,0.0,1.9,12.8,7.5,11.0,0.0,0.0,27.8,13.3,,-0.1,0.0,-0.1,-0.072,,-7.7,-2.8,-10.4,-0.1,gallola01
245,183,"Galloway, Langston",SG,30,MIL,3,49,-0.6,0.077,0.615,0.0,4.4,17.0,10.8,16.9,1.0,0.0,7.1,12.2,,-0.2,0.0,-0.1,-0.133,,-8.5,-0.6,-9.1,-0.1,gallola01
246,184,"Garland, Darius",PG,22,CLE,68,2430,19.0,0.576,0.387,0.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,,3.8,2.5,6.3,0.125,,3.4,-0.8,2.6,2.8,garlada01
247,185,"Garrett, Marcus",SG,23,MIA,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,,-0.1,0.2,0.1,0.032,,-6.4,1.0,-5.4,-0.1,garrema01
248,186,"Garuba, Usman",PF,19,HOU,24,240,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,,0.2,0.3,0.5,0.105,,-1.8,0.9,-0.9,0.1,garubus01
249,187,"Garza, Luka",C,23,DET,32,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,,0.5,0.2,0.8,0.093,,-0.5,-2.0,-2.5,-0.1,garzalu01
250,188,"Gay, Rudy",PF,35,UTA,55,1038,13.0,0.539,0.536,0.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,,0.8,1.3,2.1,0.097,,-0.7,-0.3,-1.0,0.3,gayru01
251,189,"George, Paul",PF,31,LAC,31,1077,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,,-0.6,1.9,1.3,0.057,,1.8,1.9,3.7,1.6,georgpa01
252,190,"Gibson, Taj",C,36,NYK,52,946,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,,1.4,1.2,2.7,0.135,,-3.0,1.0,-2.0,0.0,gibsota01
253,191,"Giddey, Josh",SF,19,OKC,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,,-1.3,1.7,0.4,0.01,,-1.2,0.3,-0.9,0.5,giddejo01
254,192,"Gilgeous-Alexander, Shai",PG,23,OKC,56,1942,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,,2.8,1.8,4.6,0.113,,2.9,0.5,3.4,2.7,gilgesh01
255,193,"Gill, Anthony",PF,29,WAS,44,463,14.7,0.682,0.239,0.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,,1.1,0.2,1.4,0.14,,-0.6,-1.3,-1.9,0.0,gillan01
256,194,"Gillespie, Freddie",PF,24,ORL,9,119,9.5,0.419,0.045,0.318,11.5,20.5,16.0,5.9,1.2,6.9,16.6,10.9,,-0.1,0.2,0.1,0.049,,-5.6,1.0,-4.6,-0.1,gillefr01
257,195,"Gobert, Rudy",C,29,UTA,66,2120,24.7,0.732,0.008,0.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,,7.3,4.3,11.7,0.264,,2.9,1.7,4.6,3.6,goberru01
258,196,"Goodwin, Brandon",PG,26,CLE,36,502,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,,0.1,0.7,0.7,0.069,,-2.6,1.1,-1.6,0.1,goodwbr01
259,197,"Goodwin, Jordan",SG,23,WAS,2,6,-20.4,0.0,0.333,0.0,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,,-0.1,0.0,-0.1,-0.533,,-24.7,-9.4,-34.1,0.0,goodwjo01
260,198,"Gordon, Aaron",PF,26,DEN,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,,3.2,2.0,5.2,0.105,,0.5,-1.1,-0.6,0.9,gordoaa01
261,199,"Gordon, Eric",SG,33,HOU,57,1670,12.1,0.614,0.534,0.239,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,,1.5,-0.1,1.4,0.04,,-0.1,-2.2,-2.3,-0.1,gordoer01
262,200,"Graham, Devonte'",PG,26,NOP,76,2162,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,,1.6,1.2,2.8,0.062,,0.2,-1.2,-1.0,0.5,grahade01
263,201,"Grant, Jerami",PF,27,DET,47,1500,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,,1.2,1.1,2.3,0.075,,1.4,-0.2,1.2,1.2,grantje01
264,202,"Gravett, Hassani",PG,25,ORL,8,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17.0,1.4,0.5,18.5,12.3,,0.1,0.1,0.3,0.071,,-2.4,0.2,-2.3,0.0,graveha01
265,203,"Green, Danny",SF,34,PHI,62,1353,9.5,0.561,0.847,0.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,,0.3,1.6,1.9,0.067,,-1.4,0.8,-0.5,0.5,greenda02
266,204,"Green, Draymond",PF,31,GSW,46,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,,0.8,2.8,3.6,0.131,,-1.4,4.6,3.2,1.8,greendr01
267,205,"Green, Jalen",SG,19,HOU,67,2138,12.5,0.547,0.48,0.247,1.7,10.0,5.8,13.1,1.0,0.8,11.3,23.7,,0.5,0.2,0.7,0.015,,-0.5,-2.4,-2.9,-0.5,greenja05
268,206,"Green, JaMychal",PF,31,DEN,67,1085,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,,1.2,1.4,2.7,0.118,,-2.0,0.1,-1.8,0.0,greenja01
269,207,"Green, Javonte",SF,28,CHI,65,1519,14.0,0.637,0.311,0.295,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,,2.9,1.5,4.4,0.139,,-0.6,0.7,0.1,0.8,greenja02
270,208,"Green, Jeff",PF,35,DEN,75,1849,12.5,0.627,0.318,0.374,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,,2.7,1.2,3.9,0.101,,-1.2,-1.3,-2.5,-0.2,greenje02
271,209,"Green, Josh",SG,21,DAL,67,1039,11.9,0.578,0.305,0.176,5.6,11.7,8.6,11.0,2.2,1.2,13.8,13.9,,1.0,1.4,2.4,0.111,,-2.4,1.4,-1.0,0.3,greenjo02
272,210,"Griffin, Blake",C,32,BRK,56,958,13.7,0.518,0.463,0.243,7.0,18.6,13.0,15.0,1.4,1.3,8.2,16.9,,1.2,0.9,2.1,0.106,,-0.6,0.1,-0.5,0.3,griffbl01
273,211,"Grimes, Quentin",SG,21,NYK,46,786,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2.0,1.4,10.3,15.1,,0.6,0.9,1.4,0.087,,-1.2,0.9,-0.3,0.3,grimequ01
274,212,"Guy, Kyle",SG,24,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,0.035,,-3.1,-0.3,-3.4,-0.1,guyky01
275,213,"Hachimura, Rui",PF,23,WAS,42,943,14.9,0.579,0.323,0.173,3.0,15.6,9.4,7.9,1.2,0.8,7.4,20.9,,0.9,0.6,1.4,0.073,,0.2,-1.7,-1.4,0.1,hachiru01
276,214,"Haliburton, Tyrese",SG-PG,21,TOT,77,2694,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19.0,,5.2,1.8,7.0,0.125,,2.7,-0.1,2.6,3.1,halibty01
277,214,"Haliburton, Tyrese",SG,21,SAC,51,1757,17.0,0.575,0.43,0.177,2.4,10.0,6.2,31.4,2.4,1.7,15.4,18.3,,2.7,1.2,4.0,0.109,,2.2,0.4,2.6,2.0,halibty01
278,214,"Haliburton, Tyrese",PG,21,IND,26,938,20.5,0.629,0.424,0.266,2.6,10.9,6.7,38.9,2.5,1.4,18.9,20.3,,2.5,0.6,3.0,0.156,,3.8,-1.0,2.8,1.1,halibty01
279,215,"Hall, Tyler",SG,24,NYK,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.007,,-8.1,-0.5,-8.5,0.0,hallty01
280,216,"Hampton, R.J.",SG,20,ORL,64,1402,8.5,0.481,0.4,0.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,,-1.3,1.1,-0.2,-0.005,,-4.0,-0.1,-4.1,-0.7,hamptrj01
281,217,"Hardaway, Tim",SG,29,DAL,42,1245,12.7,0.52,0.574,0.194,1.2,12.8,7.0,11.4,1.5,0.4,5.6,22.0,,0.5,1.5,2.0,0.077,,-0.4,0.2,-0.2,0.6,hardati02
282,218,"Harden, James",PG,32,TOT,65,2420,20.9,0.583,0.452,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,,4.9,2.7,7.6,0.152,,3.7,0.3,4.0,3.7,hardeja01
283,218,"Harden, James",PG,32,BRK,44,1627,20.4,0.576,0.435,0.496,2.9,20.2,11.7,39.7,1.7,1.7,19.8,28.3,,2.6,1.8,4.4,0.13,,3.7,0.4,4.1,2.5,hardeja01
284,218,"Harden, James",PG,32,PHI,21,792,21.8,0.601,0.493,0.65,1.9,18.9,10.5,41.4,1.6,0.6,16.4,24.9,,2.3,0.9,3.3,0.197,,3.8,0.1,3.8,1.2,hardeja01
285,219,"Harkless, Maurice",SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,,-0.1,0.6,0.5,0.026,,-3.7,0.4,-3.3,-0.3,harklma01
286,220,"Harper, Jared",PG,24,NOP,5,43,36.9,0.666,0.462,0.154,5.0,0.0,2.6,64.1,4.6,2.2,6.7,29.7,,0.3,0.1,0.4,0.422,,14.2,3.1,17.3,0.2,harpeja01
287,221,"Harrell, Montrezl",C,28,TOT,71,1640,23.2,0.68,0.031,0.533,10.0,18.7,14.4,13.9,0.9,2.3,9.5,20.2,,6.1,1.2,7.3,0.213,,3.7,0.1,3.9,2.4,harremo01
288,221,"Harrell, Montrezl",C,28,WAS,46,1117,23.9,0.684,0.039,0.535,9.7,20.8,15.3,13.9,0.8,2.4,9.6,20.8,,4.2,0.9,5.1,0.217,,4.3,0.6,4.8,1.9,harremo01
289,221,"Harrell, Montrezl",C,28,CHO,25,524,21.7,0.672,0.012,0.529,10.6,14.2,12.3,13.9,1.0,2.2,9.4,19.0,,1.9,0.3,2.2,0.203,,2.6,-0.8,1.8,0.5,harremo01
290,222,"Harris, Gary",SG,27,ORL,61,1730,10.9,0.571,0.546,0.172,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,,1.1,1.0,2.2,0.06,,-2.0,-0.4,-2.4,-0.2,harriga01
291,223,"Harris, Joe",SF,30,BRK,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,0.06,,-0.9,-0.5,-1.4,0.1,harrijo01
292,224,"Harris, Tobias",PF,29,PHI,73,2543,15.9,0.566,0.269,0.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,,3.0,2.6,5.6,0.105,,0.6,-0.6,0.0,1.3,harrito02
293,225,"Harrison, Shaquille",SG,28,BRK,2,23,4.6,0.333,0.333,0.0,4.9,13.8,9.5,16.6,2.1,3.9,25.0,15.0,,-0.1,0.0,0.0,-0.067,,-9.0,0.6,-8.3,0.0,harrish01
294,226,"Hart, Josh",SG,26,TOT,54,1791,16.1,0.61,0.374,0.371,3.7,20.7,12.0,18.9,1.7,0.7,14.7,18.6,,2.8,1.5,4.4,0.117,,0.5,0.5,0.9,1.3,hartjo01
295,226,"Hart, Josh",SG,26,NOP,41,1374,15.2,0.604,0.337,0.399,4.2,21.9,12.8,17.7,1.6,0.8,15.1,16.7,,2.1,1.4,3.4,0.119,,-0.2,0.9,0.7,0.9,hartjo01
296,226,"Hart, Josh",SG,26,POR,13,417,19.4,0.622,0.454,0.311,2.3,16.7,9.2,23.1,1.9,0.5,13.7,25.0,,0.8,0.2,1.0,0.112,,2.7,-1.0,1.8,0.4,hartjo01
297,227,"Hartenstein, Isaiah",C,23,LAC,68,1216,22.0,0.664,0.082,0.361,10.5,18.2,14.5,20.5,2.0,5.4,16.5,18.4,,3.3,2.2,5.5,0.215,,1.4,3.1,4.5,2.0,harteis01
298,228,"Haslem, Udonis",C,41,MIA,13,83,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,,-0.1,0.1,0.1,0.033,,-6.4,-0.7,-7.1,-0.1,hasleud01
299,229,"Hauser, Sam",SF,24,BOS,26,158,14.8,0.65,0.88,0.0,3.5,16.0,9.9,9.1,0.3,1.2,3.8,14.5,,0.4,0.2,0.6,0.171,,2.7,-0.3,2.3,0.2,hausesa01
300,230,"Hayes, Jaxson",C,21,NOP,70,1398,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,,3.7,1.3,5.1,0.174,,0.6,-0.3,0.2,0.8,hayesja02
301,231,"Hayes, Killian",PG,20,DET,66,1647,9.3,0.461,0.364,0.161,2.2,12.0,6.9,24.6,2.3,1.9,18.4,15.7,,-1.0,1.5,0.5,0.014,,-4.3,0.8,-3.5,-0.6,hayeski01
302,232,"Hayward, Gordon",SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,,1.9,1.0,2.8,0.087,,0.1,-0.8,-0.7,0.5,haywago01
303,233,"Henry, Aaron",SF,22,PHI,6,17,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,,-0.1,0.0,-0.1,-0.306,,-14.0,-2.4,-16.5,-0.1,henryaa01
304,234,"Hernangómez, Juancho",PF,26,TOT,40,445,11.5,0.542,0.651,0.321,7.0,17.1,12.2,6.0,1.6,2.0,11.7,13.4,,0.3,0.6,0.9,0.095,,-0.7,0.1,-0.6,0.2,hernaju01
305,234,"Hernangómez, Juancho",PF,26,BOS,18,96,3.8,0.307,0.667,0.333,10.4,17.6,14.1,4.0,2.1,1.9,16.2,17.0,,-0.3,0.2,-0.1,-0.05,,-6.9,-1.4,-8.3,-0.2,hernaju01
306,234,"Hernangómez, Juancho",PF,26,SAS,5,51,9.0,0.451,0.5,0.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,,0.0,0.1,0.1,0.055,,-2.4,-0.1,-2.5,0.0,hernaju01
307,234,"Hernangómez, Juancho",PF,26,UTA,17,298,14.5,0.638,0.658,0.288,5.7,16.0,11.0,6.5,1.5,2.1,8.9,13.2,,0.6,0.4,0.9,0.149,,1.5,0.7,2.2,0.3,hernaju01
308,235,"Hernangómez, Willy",C,27,NOP,50,839,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,,2.2,0.9,3.2,0.18,,1.8,-1.5,0.2,0.5,hernawi01
309,236,"Herro, Tyler",SG,22,MIA,66,2151,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,,1.3,2.4,3.8,0.084,,1.6,-0.9,0.7,1.5,herroty01
310,237,"Hield, Buddy",SG,29,TOT,81,2499,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,,0.8,1.1,1.9,0.036,,0.5,-1.7,-1.2,0.5,hieldbu01
311,237,"Hield, Buddy",SG,29,SAC,55,1574,11.9,0.54,0.714,0.133,2.9,12.4,7.6,10.0,1.5,0.8,10.9,22.5,,0.0,0.8,0.7,0.023,,0.2,-1.5,-1.3,0.3,hieldbu01
312,237,"Hield, Buddy",SG,29,IND,26,925,14.5,0.563,0.546,0.086,2.7,13.4,8.0,20.3,1.3,0.9,13.0,22.4,,0.8,0.3,1.1,0.059,,1.1,-2.2,-1.1,0.2,hieldbu01
313,238,"Highsmith, Haywood",SF,25,MIA,19,163,7.0,0.446,0.609,0.109,7.1,10.9,9.0,5.1,0.6,1.9,5.9,14.0,,0.0,0.2,0.1,0.041,,-3.3,-1.3,-4.6,-0.1,highsha01
314,239,"Hill, George",PG,35,MIL,54,1253,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,,1.3,1.0,2.3,0.087,,-2.2,0.6,-1.6,0.1,hillge01
315,240,"Hill, Malcolm",SF-SG,26,TOT,19,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5.0,1.6,1.2,4.9,12.7,,0.4,0.2,0.6,0.126,,-1.1,-0.5,-1.6,0.0,hillma01
316,240,"Hill, Malcolm",SG,26,ATL,3,46,19.0,0.871,0.625,0.5,4.8,9.5,7.1,2.9,4.3,1.9,0.0,9.3,,0.2,0.1,0.2,0.252,,0.3,3.5,3.8,0.1,hillma01
317,240,"Hill, Malcolm",SF,26,CHI,16,166,11.0,0.568,0.705,0.227,6.1,13.5,9.8,5.6,0.9,1.0,5.8,13.6,,0.2,0.1,0.3,0.091,,-1.5,-1.6,-3.1,0.0,hillma01
318,241,"Hill, Solomon",SF,30,ATL,13,139,3.3,0.2,0.65,0.0,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0.0,-0.006,,-5.2,1.2,-4.0,-0.1,hillso01
319,242,"Hinton, Nate",SG,22,IND,2,2,-45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.8,,-0.1,0.0,-0.1,-1.231,,-28.1,-14.5,-42.6,0.0,hintona01
320,243,"Hoard, Jaylen",SF,22,OKC,7,240,18.0,0.536,0.278,0.156,12.7,23.5,18.0,11.6,1.2,1.9,7.7,18.7,,0.3,0.3,0.6,0.118,,1.2,-2.1,-0.9,0.1,hoardja01
321,244,"Holiday, Aaron",PG,25,TOT,63,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,,0.5,0.9,1.5,0.068,,-1.9,0.3,-1.7,0.1,holidaa01
322,244,"Holiday, Aaron",PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18.0,,0.1,0.4,0.5,0.038,,-2.4,0.3,-2.1,0.0,holidaa01
323,244,"Holiday, Aaron",PG,25,PHO,22,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0.0,16.8,20.0,,0.4,0.5,0.9,0.125,,-1.0,0.3,-0.8,0.1,holidaa01
324,245,"Holiday, Jrue",PG,31,MIL,67,2208,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15.0,23.5,,4.5,2.4,6.9,0.15,,2.9,0.3,3.2,2.9,holidjr01
325,246,"Holiday, Justin",SF-SG,32,TOT,74,2057,9.5,0.543,0.728,0.094,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,,0.8,0.6,1.4,0.033,,-1.4,-0.8,-2.2,-0.1,holidju01
326,246,"Holiday, Justin",SF,32,IND,49,1416,10.3,0.568,0.734,0.09,1.4,9.4,5.3,8.8,1.2,1.1,9.3,15.9,,1.0,0.3,1.4,0.047,,-0.8,-0.8,-1.7,0.1,holidju01
327,246,"Holiday, Justin",SG,32,SAC,25,641,7.9,0.488,0.716,0.103,1.8,7.5,4.7,8.1,1.6,2.0,9.0,15.7,,-0.3,0.3,0.0,0.004,,-2.6,-0.8,-3.4,-0.2,holidju01
328,247,"Holmes, Richaun",C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,,2.4,0.9,3.2,0.145,,-0.4,-0.1,-0.5,0.4,holmeri01
329,248,"Hood, Rodney",PF-SF,29,TOT,52,709,7.2,0.493,0.58,0.121,2.3,9.1,5.8,6.9,1.0,0.8,6.2,10.7,,0.2,0.5,0.7,0.048,,-3.0,-0.3,-3.3,-0.2,hoodro01
330,248,"Hood, Rodney",PF,29,MIL,39,581,6.7,0.47,0.611,0.107,2.4,9.7,6.1,6.5,1.0,0.7,4.9,10.6,,0.1,0.4,0.5,0.042,,-3.2,-0.2,-3.5,-0.2,hoodro01
331,248,"Hood, Rodney",SF,29,LAC,13,128,9.3,0.603,0.423,0.192,1.7,6.4,4.1,8.5,1.1,1.3,12.4,11.1,,0.1,0.1,0.2,0.075,,-1.8,-0.5,-2.4,0.0,hoodro01
332,249,"Hopson, Scotty",SG,32,OKC,1,18,0.1,0.5,0.25,0.0,0.0,5.8,2.9,8.1,0.0,0.0,33.3,14.4,,-0.1,0.0,0.0,-0.132,,-8.7,-2.9,-11.6,0.0,hopsosc01
333,250,"Horford, Al",C,35,BOS,69,2005,16.7,0.574,0.466,0.167,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,,3.7,3.8,7.6,0.181,,1.4,2.9,4.3,3.2,horfoal01
334,251,"Horton-Tucker, Talen",SG,21,LAL,60,1511,11.0,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,,-0.2,1.2,1.1,0.033,,-3.2,-0.2,-3.3,-0.5,hortota01
335,252,"House, Danuel",SF,28,TOT,42,727,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,,0.4,0.7,1.0,0.068,,-1.3,0.2,-1.1,0.2,houseda01
336,252,"House, Danuel",SF,28,HOU,16,233,6.8,0.467,0.459,0.257,1.9,18.5,10.1,11.5,1.0,1.9,17.9,18.3,,-0.3,0.1,-0.2,-0.049,,-4.8,-0.7,-5.6,-0.2,houseda01
337,252,"House, Danuel",SF,28,NYK,1,3,-13.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,,0.0,0.0,0.0,-0.342,,-12.6,-7.8,-20.4,0.0,houseda01
338,252,"House, Danuel",SF,28,UTA,25,491,12.5,0.61,0.667,0.317,3.2,11.7,7.6,7.0,1.6,2.2,9.7,13.8,,0.7,0.6,1.3,0.125,,0.5,0.7,1.2,0.4,houseda01
339,253,"Howard, Dwight",C,36,LAL,60,971,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5.0,1.7,3.3,14.2,14.6,,2.2,1.3,3.5,0.174,,-0.2,0.0,-0.2,0.4,howardw01
340,254,"Howard, Markus",SG,22,DEN,31,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0.0,5.9,29.4,,0.1,0.2,0.3,0.082,,0.8,-2.0,-1.2,0.0,howarma02
341,255,"Huerter, Kevin",SF,23,ATL,74,2188,11.9,0.57,0.541,0.068,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,,1.8,1.0,2.8,0.062,,-0.5,-0.7,-1.2,0.4,huertke01
342,256,"Huff, Jay",C,23,LAL,4,20,0.6,0.0,0.667,0.0,5.4,16.1,10.8,5.9,2.4,4.5,25.0,8.6,,-0.1,0.0,0.0,-0.117,,-8.3,0.9,-7.4,0.0,huffja01
343,257,"Hughes, Elijah",SG-SF,23,TOT,36,434,5.4,0.426,0.66,0.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,,-0.6,0.3,-0.4,-0.043,,-5.2,-1.7,-6.9,-0.5,hugheel01
344,257,"Hughes, Elijah",SF,23,UTA,14,112,10.5,0.576,0.778,0.083,2.0,14.2,8.3,7.6,1.8,0.8,15.8,17.2,,0.0,0.1,0.1,0.063,,-1.2,-0.3,-1.5,0.0,hugheel01
345,257,"Hughes, Elijah",SG,23,POR,22,322,3.7,0.375,0.62,0.056,1.3,13.1,7.0,7.1,1.5,2.1,8.3,16.2,,-0.7,0.1,-0.5,-0.079,,-6.6,-2.3,-8.8,-0.6,hugheel01
346,258,"Hunt, Feron",SF,22,NYK,2,8,-3.0,0.0,0.0,0.0,13.2,0.0,6.7,16.0,6.3,0.0,33.3,16.4,,-0.1,0.0,0.0,-0.234,,-12.3,1.0,-11.3,0.0,huntfe01
347,259,"Hunter, De'Andre",SF,24,ATL,53,1577,10.6,0.547,0.339,0.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,,0.4,0.7,1.1,0.034,,-2.4,-1.5,-3.9,-0.8,huntede01
348,260,"Hutchison, Chandler",SF,25,PHO,6,22,1.0,0.694,0.0,1.0,0.0,23.8,12.2,10.5,0.0,0.0,58.1,13.5,,-0.1,0.0,0.0,-0.086,,-8.0,-0.5,-8.5,0.0,hutchch01
